     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.966     0.034     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.966     0.034     3.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.003     0.997     4.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.235     0.765     4.000
     1.000     1.000     1.000     0.000     1.000     0.648     0.000     0.000     0.352     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     0.000     1.000     1.000         *         *     0.669     0.000     0.002     0.329     1.000
     0.000     1.000     1.000     1.000     1.000     0.898     0.000     0.000     0.102     1.000
     0.000     1.000     0.000     1.000     1.000     0.343     0.495     0.000     0.161     2.000
     1.000     1.000     0.000     1.000     1.000     0.613     0.270     0.000     0.117     1.000
     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.066     0.934     4.000
     0.000     1.000     1.000     1.000     1.000     0.898     0.000     0.000     0.102     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.966     0.034     3.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.966     0.034     3.000
     1.000     1.000     1.000     0.000     1.000     0.648     0.000     0.000     0.352     1.000
     1.000     0.000     0.000     1.000     1.000     0.099     0.768     0.000     0.134     2.000
     1.000     1.000     0.000     1.000     1.000     0.613     0.270     0.000     0.117     1.000
     1.000     1.000     1.000     0.000     1.000     0.648     0.000     0.000     0.352     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.003     0.997     4.000
     0.000     1.000     0.000     1.000     1.000     0.343     0.495     0.000     0.161     2.000
     1.000     0.000     0.000     1.000     1.000     0.099     0.768     0.000     0.134     2.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     0.000     1.000     1.000     0.613     0.270     0.000     0.117     1.000
     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.006     0.994     4.000
     1.000     0.000     0.000     1.000     1.000     0.099     0.768     0.000     0.134     2.000
     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.883     0.117     3.000
     0.000     1.000     1.000     0.000     1.000     0.428     0.000     0.000     0.572     4.000
     0.000     1.000     0.000     1.000     1.000     0.343     0.495     0.000     0.161     2.000
     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.001     0.999     4.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.966     0.034     3.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     0.000     1.000     1.000     1.000     1.000     0.898     0.000     0.000     0.102     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     0.000     1.000     1.000     1.000     0.000     0.000     0.000     0.003     0.997     4.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.036     0.964     4.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.966     0.034     3.000
     1.000     1.000     1.000     0.000     1.000     0.648     0.000     0.000     0.352     1.000
     0.000     1.000     1.000     1.000     1.000     0.898     0.000     0.000     0.102     1.000
     0.000     1.000     1.000     1.000     1.000     0.898     0.000     0.000     0.102     1.000
     0.000     1.000     1.000     1.000     1.000     0.898     0.000     0.000     0.102     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.001     0.999     4.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     0.000     1.000     1.000     0.613     0.270     0.000     0.117     1.000
     0.000     0.000     1.000     1.000     1.000     0.552     0.000     0.000     0.448     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.006     0.994     4.000
     0.000     1.000     0.000     0.000     1.000     0.053     0.654     0.000     0.292     2.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.966     0.034     3.000
     0.000     1.000     0.000     1.000     1.000     0.343     0.495     0.000     0.161     2.000
     1.000     1.000     0.000     1.000     1.000     0.613     0.270     0.000     0.117     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.966     0.034     3.000
     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.477     0.523     4.000
     0.000     1.000     1.000     1.000     1.000     0.898     0.000     0.000     0.102     1.000
     1.000     1.000     0.000     0.000     1.000     0.143     0.537     0.000     0.320     2.000
     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.775     0.225     3.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.001     0.999     4.000
     0.000     0.000     1.000     1.000     1.000     0.552     0.000     0.000     0.448     1.000
     1.000     1.000     1.000         *         *     0.834     0.000     0.000     0.166     1.000
     1.000     1.000     0.000     1.000     1.000     0.613     0.270     0.000     0.117     1.000
     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.133     0.867     4.000
     0.000     0.000     0.000     0.000     1.000     0.004     0.844     0.000     0.152     2.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     0.000     1.000     1.000     1.000     0.752     0.000     0.000     0.248     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     1.000     1.000     0.000     0.000     0.000     0.001     0.999     4.000
     0.000     1.000     1.000     1.000     1.000     0.898     0.000     0.000     0.102     1.000
     1.000     1.000     1.000     0.000     1.000     0.648     0.000     0.000     0.352     1.000
     1.000     0.000     0.000     0.000     1.000     0.012     0.797     0.000     0.191     2.000
     1.000     1.000     1.000     0.000     0.000     0.000     0.000     0.006     0.994     4.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     1.000     0.000     1.000     1.000     0.613     0.270     0.000     0.117     1.000
     0.000     0.000     1.000     1.000     0.000     0.000     0.000     0.066     0.934     4.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     0.000     0.000     0.000     1.000     0.012     0.797     0.000     0.191     2.000
     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.538     0.462     3.000
     0.000     1.000     0.000     1.000     1.000     0.343     0.495     0.000     0.161     2.000
     1.000     1.000     1.000     0.000     1.000     0.648     0.000     0.000     0.352     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     0.000     0.000     0.000     1.000     0.012     0.797     0.000     0.191     2.000
     0.000     1.000     1.000     0.000     1.000     0.428     0.000     0.000     0.572     4.000
     1.000     1.000         *     0.000     1.000     0.478     0.182     0.000     0.341     1.000
     0.000     1.000     1.000     1.000     1.000     0.898     0.000     0.000     0.102     1.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     1.000     0.000     0.000     1.000     0.000     0.000     0.000     0.477     0.523     4.000
     1.000     1.000     1.000     1.000     1.000     0.956     0.000     0.000     0.044     1.000
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.966     0.034     3.000
     1.000     0.000     1.000     1.000     0.000     0.000     0.000     0.018     0.982     4.000
     0.000     0.000     0.000     1.000     1.000     0.033     0.855     0.000     0.112     2.000
